"","attribute","t.stat.16","t.pval.16","t.pval.adj.16","t.stat","t.pval","cohen.d","t.pval.adj"
"177","var308",3.80538568047483,7.211735246002e-05,0.0594246984270565,1.81953988095841,0.0344528793169171,0.0584677051758325,1
"178","var451",3.79167884804833,7.61981363867484e-05,0.062711066246294,2.43190670376309,0.00753215272364149,0.0781450330705893,1
"179","var552",3.78841056765302,7.7202777335466e-05,0.0634606829697531,0.301756610835901,0.381426851298998,0.00969641651817971,1
"180","var387",3.77336595221484,8.19903449272442e-05,0.0673140731852675,1.27967081497889,0.1003685359242,0.0411199648412724,1
"181","var422",3.77089613678568,8.28025193655584e-05,0.0678980658797579,2.21499253771686,0.0134090845420774,0.0711748788895373,1
"182","var472",3.76653079259759,8.4256570064399e-05,0.0690061308827428,1.47986289897021,0.0694953148746693,0.0475527844061697,1
"183","var22",3.74460516302677,9.19303946711538e-05,0.0751990628410038,2.20314696462181,0.0138213366928307,0.0707942422887087,1
"184","var508",3.72413431516898,9.96842438711187e-05,0.081442027242704,3.14867775713512,0.00082625065832229,0.101177206789723,0.730405581956904
"185","var768",3.70315144734061,0.000108267214939792,0.0883460473908703,1.82474629711294,0.0340579032771387,0.0586350041770424,1
"186","var841",3.70062890672266,0.000109344575618005,0.0891158291286738,2.43672883090657,0.00743261755498164,0.0782999836221521,1
"187","var708",3.69072696808277,0.000113671743272432,0.0925287990237597,1.89239285970014,0.0292563344249819,0.060808707165857,1
"188","var309",3.67094263502522,0.000122803474191296,0.0998392245175238,1.4094181331816,0.0793956587417842,0.0452891660923246,1
"189","var672",3.6681351892781,0.000124153729580208,0.100812828419129,2.27310382113005,0.0115370477512932,0.073042182498295,1
"190","var771",3.65104712603707,0.0001326774894137,0.107601443914511,1.32659066614146,0.0923609083791251,0.0426276515116094,1
"191","var567",3.64679284533502,0.000134883328138769,0.109255495792403,1.09885053229398,0.135950556925632,0.0353096239476925,1
"192","var149",3.63926893341217,0.000138868885380548,0.112344928272864,1.72338383092801,0.0424492086092188,0.0553779000867082,1
"193","var31",3.6374770386268,0.000139834230837576,0.112986058516761,1.44992424842889,0.0735800378246622,0.0465907586701414,1
"194","simvar55",3.63249984823147,0.000142548696787339,0.115036798307383,3.81322392069222,6.96432884548024e-05,0.122531225777271,0.0626789596093222
"195","simvar99",3.60546898451705,0.000158173955513091,0.127488208143552,3.73539185373002,9.50517240453456e-05,0.120030229568288,0.0853564481927203
"196","var244",3.59952735768439,0.000161817105565538,0.130262769980258,1.04316952266041,0.148467229784614,0.0335204129008683,1
"197","var873",3.57791884517322,0.000175739669504784,0.141294694281846,0.473035384515571,0.318107207115133,0.0152001578470624,1
"198","var389",3.57108419859446,0.000180371583141356,0.144838381262509,0.86975004871552,0.192245276898815,0.0279478839442527,1
"199","var703",3.56811245676868,0.000182420979771897,0.146301625777062,1.42912194463222,0.0765246485320274,0.0459223133241008,1
